clip,class_id,split,status,frames,fps,pose_rate,face_rate,lh_rate,rh_rate,any_hand_rate,brightness,seconds
19/8.MOV,19,train,ok,243,60.0,1.0,1.0,0.0,0.28,0.28,1.0,22.9
8/10.MOV,8,train,ok,243,60.0,1.0,1.0,0.0,0.305,0.305,1.0,22.4
96/7.MOV,96,train,ok,244,60.0,1.0,1.0,0.295,0.324,0.332,1.0,22.5
55/4.MOV,55,train,ok,244,60.0,1.0,1.0,0.287,0.201,0.357,1.0,23.1
0/3.MOV,0,train,ok,244,60.0,1.0,1.0,0.107,0.496,0.496,1.0,22.5
55/18.MOV,55,train,ok,244,60.0,1.0,1.0,0.172,0.492,0.492,1.0,23.6
10/1.MOV,10,train,ok,245,60.0,1.0,1.0,0.0,0.424,0.424,1.0,21.8
8/13.MOV,8,train,ok,243,60.0,1.0,1.0,0.0,0.321,0.321,1.0,23.2
50/13.MOV,50,train,ok,243,60.0,1.0,1.0,0.0,0.296,0.296,1.0,22.2
64/4.MOV,64,train,ok,244,60.0,1.0,1.0,0.0,0.398,0.398,1.0,22.0
10/2.MOV,10,train,ok,244,60.0,1.0,1.0,0.0,0.365,0.365,1.0,21.9
54/14.MOV,54,train,ok,244,60.0,1.0,0.996,0.23,0.225,0.328,1.0,21.7
17/21.MOV,17,train,ok,243,60.0,1.0,1.0,0.325,0.276,0.333,1.0,21.1
2/17.MOV,2,train,ok,244,60.0,1.0,1.0,0.0,0.48,0.48,1.0,22.0
54/8.MOV,54,train,ok,244,60.0,1.0,1.0,0.193,0.295,0.299,1.0,20.8
50/6.MOV,50,train,ok,243,60.0,1.0,1.0,0.0,0.354,0.354,1.0,20.9
52/2.MOV,52,train,ok,244,60.0,1.0,1.0,0.0,0.348,0.348,1.0,21.6
19/10.MOV,19,train,ok,243,60.0,1.0,1.0,0.0,0.296,0.296,1.0,21.1
91/8.MOV,91,train,ok,243,60.0,1.0,1.0,0.362,0.346,0.362,1.0,21.7
54/11.MOV,54,train,ok,244,60.0,1.0,0.996,0.111,0.262,0.291,1.0,22.0
21/15.MOV,21,train,ok,244,60.0,1.0,1.0,0.0,0.287,0.287,1.0,22.5
49/17.MOV,49,train,ok,243,60.0,1.0,1.0,0.346,0.3,0.35,1.0,22.0
21/14.MOV,21,train,ok,244,60.0,1.0,1.0,0.0,0.238,0.238,1.0,22.9
65/0.MOV,65,train,ok,244,60.0,1.0,1.0,0.0,0.389,0.389,1.0,22.0
16/15.MOV,16,train,ok,243,60.0,1.0,1.0,0.0,0.313,0.313,1.0,21.3
6/5.MOV,6,train,ok,243,60.0,1.0,1.0,0.543,0.572,0.58,1.0,21.1
14/13.MOV,14,train,ok,244,60.0,1.0,1.0,0.0,0.303,0.303,1.0,21.3
74/7.MOV,74,train,ok,244,60.0,1.0,1.0,0.0,0.217,0.217,1.0,20.2
95/6.MOV,95,train,ok,245,60.0,1.0,1.0,0.0,0.449,0.449,1.0,20.9
0/12.MOV,0,train,ok,244,60.0,1.0,1.0,0.0,0.439,0.439,1.0,21.8
20/19.MOV,20,train,ok,244,60.0,1.0,1.0,0.0,0.348,0.348,1.0,22.0
7/18.MOV,7,train,ok,242,60.0,1.0,1.0,0.533,0.541,0.541,1.0,22.2
89/15.MOV,89,train,ok,244,60.0,1.0,1.0,0.0,0.422,0.422,1.0,22.3
76/9.MOV,76,train,ok,244,60.0,1.0,1.0,0.0,0.328,0.328,1.0,22.1
55/19.MOV,55,train,ok,244,60.0,1.0,1.0,0.246,0.324,0.398,1.0,22.4
6/19.MOV,6,train,ok,243,60.0,1.0,1.0,0.621,0.634,0.634,1.0,21.6
17/11.MOV,17,train,ok,243,60.0,1.0,1.0,0.136,0.21,0.214,1.0,22.0
3/15.MOV,3,train,ok,244,60.0,1.0,1.0,0.0,0.361,0.361,1.0,22.6
56/4.MOV,56,train,ok,244,60.0,1.0,1.0,0.0,0.332,0.332,1.0,22.3
15/0.MOV,15,train,ok,243,60.0,1.0,1.0,0.0,0.44,0.44,1.0,22.4
8/6.MOV,8,train,ok,243,60.0,1.0,1.0,0.0,0.354,0.354,1.0,21.1
65/10.MOV,65,train,ok,244,60.0,1.0,1.0,0.0,0.32,0.32,1.0,22.7
55/1.MOV,55,train,ok,244,60.0,1.0,1.0,0.348,0.287,0.443,1.0,22.1
85/18.MOV,85,train,ok,244,60.0,1.0,1.0,0.402,0.34,0.402,1.0,21.5
16/11.MOV,16,train,ok,243,60.0,1.0,1.0,0.0,0.259,0.259,1.0,22.4
63/12.MOV,63,train,ok,244,60.0,1.0,1.0,0.0,0.352,0.352,1.0,22.2
66/10.MOV,66,train,ok,244,60.0,1.0,1.0,0.0,0.283,0.283,1.0,22.2
64/13.MOV,64,train,ok,244,60.0,1.0,1.0,0.0,0.373,0.373,1.0,23.4
53/5.MOV,53,train,ok,244,60.0,1.0,1.0,0.0,0.287,0.287,1.0,20.9
7/17.MOV,7,train,ok,242,60.0,1.0,1.0,0.545,0.537,0.545,1.0,22.3
11/15.MOV,11,train,ok,244,60.0,1.0,1.0,0.0,0.332,0.332,1.0,23.0
15/9.MOV,15,train,ok,243,60.0,1.0,1.0,0.0,0.288,0.288,1.0,23.0
72/16.MOV,72,train,ok,245,60.0,1.0,1.0,0.0,0.371,0.371,1.0,24.4
49/6.MOV,49,train,ok,243,60.0,1.0,1.0,0.321,0.325,0.329,1.0,23.6
16/2.MOV,16,train,ok,243,60.0,1.0,1.0,0.012,0.296,0.296,1.0,24.3
89/16.MOV,89,train,ok,244,60.0,1.0,1.0,0.0,0.369,0.369,1.0,24.7
65/2.MOV,65,train,ok,244,60.0,1.0,1.0,0.0,0.369,0.369,1.0,24.4
14/16.MOV,14,train,ok,244,60.0,1.0,1.0,0.0,0.266,0.266,1.0,24.9
77/14.MOV,77,train,ok,244,60.0,1.0,1.0,0.0,0.283,0.283,1.0,23.6
77/17.MOV,77,train,ok,244,60.0,1.0,1.0,0.0,0.299,0.299,1.0,24.2
12/2.MOV,12,train,ok,244,60.0,1.0,1.0,0.0,0.324,0.324,1.0,24.5
65/4.MOV,65,train,ok,244,60.0,1.0,1.0,0.0,0.357,0.357,1.0,24.6
10/12.MOV,10,train,ok,244,60.0,1.0,1.0,0.0,0.307,0.307,1.0,25.5
23/16.MOV,23,train,ok,244,60.0,1.0,1.0,0.0,0.266,0.266,1.0,24.8
24/10.MOV,24,train,ok,244,60.0,1.0,1.0,0.0,0.275,0.275,1.0,25.7
9/5.MOV,9,train,ok,243,60.0,1.0,1.0,0.0,0.379,0.379,1.0,24.3
23/12.MOV,23,train,ok,244,60.0,1.0,1.0,0.0,0.23,0.23,1.0,24.4
10/17.MOV,10,train,ok,244,60.0,1.0,1.0,0.0,0.316,0.316,1.0,24.7
11/9.MOV,11,train,ok,244,60.0,1.0,1.0,0.0,0.328,0.328,1.0,24.1
12/18.MOV,12,train,ok,244,60.0,1.0,1.0,0.0,0.328,0.328,1.0,24.3
57/19.MOV,57,train,ok,244,60.0,1.0,1.0,0.0,0.336,0.336,1.0,24.4
74/1.MOV,74,train,ok,244,60.0,1.0,1.0,0.0,0.291,0.291,1.0,24.4
76/7.MOV,76,train,ok,244,60.0,1.0,1.0,0.0,0.324,0.324,1.0,23.4
89/9.MOV,89,train,ok,244,60.0,1.0,1.0,0.0,0.32,0.32,1.0,24.4
1/8.MOV,1,train,ok,244,60.0,1.0,1.0,0.0,0.357,0.357,1.0,24.4
2/12.MOV,2,train,ok,244,60.0,1.0,1.0,0.0,0.41,0.41,1.0,24.3
49/15.MOV,49,train,ok,243,60.0,1.0,1.0,0.337,0.329,0.342,1.0,24.6
53/1.MOV,53,train,ok,244,60.0,1.0,1.0,0.0,0.291,0.291,1.0,25.6
50/11.MOV,50,train,ok,243,60.0,1.0,1.0,0.0,0.3,0.3,1.0,25.4
22/17.MOV,22,train,ok,244,60.0,1.0,1.0,0.0,0.361,0.361,1.0,25.9
63/16.MOV,63,train,ok,244,60.0,1.0,1.0,0.0,0.283,0.283,1.0,25.3
3/14.MOV,3,train,ok,244,60.0,1.0,1.0,0.0,0.328,0.328,1.0,26.4
62/6.MOV,62,train,ok,245,60.0,1.0,1.0,0.0,0.302,0.302,1.0,24.9
24/8.MOV,24,train,ok,244,60.0,1.0,1.0,0.025,0.27,0.27,1.0,26.0
10/19.MOV,10,train,ok,244,60.0,1.0,1.0,0.0,0.369,0.369,1.0,25.5
54/13.MOV,54,train,ok,244,60.0,1.0,1.0,0.189,0.23,0.32,1.0,25.8
50/17.MOV,50,train,ok,243,60.0,1.0,1.0,0.0,0.358,0.358,1.0,26.0
91/11.MOV,91,train,ok,243,60.0,1.0,1.0,0.321,0.337,0.342,1.0,25.9
67/17.MOV,67,train,ok,244,60.0,1.0,1.0,0.0,0.34,0.34,1.0,25.7
17/10.MOV,17,train,ok,243,60.0,1.0,1.0,0.14,0.214,0.214,1.0,26.1
72/5.MOV,72,train,ok,244,60.0,1.0,1.0,0.0,0.303,0.303,1.0,24.8
14/7.MOV,14,train,ok,244,60.0,1.0,1.0,0.0,0.32,0.32,1.0,26.7
6/17.MOV,6,train,ok,243,60.0,1.0,1.0,0.535,0.556,0.556,1.0,25.1
72/17.MOV,72,train,ok,244,60.0,1.0,1.0,0.0,0.418,0.418,1.0,26.0
76/17.MOV,76,train,ok,244,60.0,1.0,1.0,0.0,0.447,0.447,1.0,25.9
13/10.MOV,13,train,ok,244,60.0,1.0,1.0,0.0,0.291,0.291,1.0,26.5
62/8.MOV,62,train,ok,244,60.0,1.0,1.0,0.0,0.287,0.287,1.0,26.1
74/11.MOV,74,train,ok,244,60.0,1.0,1.0,0.0,0.291,0.291,1.0,26.1
53/13.MOV,53,train,ok,244,60.0,1.0,1.0,0.0,0.209,0.209,1.0,25.8
6/2.MOV,6,train,ok,243,60.0,1.0,1.0,0.506,0.531,0.531,1.0,26.0
54/10.MOV,54,train,ok,244,60.0,1.0,1.0,0.143,0.328,0.332,1.0,26.3
2/11.MOV,2,train,ok,244,60.0,1.0,1.0,0.0,0.48,0.48,1.0,26.3
54/3.MOV,54,train,ok,244,60.0,1.0,1.0,0.316,0.27,0.381,1.0,26.2
72/9.MOV,72,train,ok,244,60.0,1.0,1.0,0.0,0.303,0.303,1.0,25.0
63/14.MOV,63,train,ok,244,60.0,1.0,1.0,0.0,0.348,0.348,1.0,26.1
72/15.MOV,72,train,ok,245,60.0,1.0,1.0,0.0,0.269,0.269,1.0,27.0
9/12.MOV,9,train,ok,242,60.0,1.0,1.0,0.0,0.393,0.393,1.0,26.4
52/7.MOV,52,train,ok,244,60.0,1.0,1.0,0.0,0.246,0.246,1.0,25.2
62/9.MOV,62,train,ok,244,60.0,1.0,1.0,0.0,0.295,0.295,1.0,26.4
96/18.MOV,96,train,ok,244,60.0,1.0,1.0,0.352,0.365,0.381,1.0,26.9
20/18.MOV,20,train,ok,244,60.0,1.0,1.0,0.0,0.34,0.34,1.0,26.9
63/11.MOV,63,train,ok,244,60.0,1.0,1.0,0.0,0.357,0.357,1.0,26.4
64/6.MOV,64,train,ok,244,60.0,1.0,1.0,0.0,0.402,0.402,1.0,27.0
4/19.MOV,4,train,ok,243,60.0,1.0,1.0,0.354,0.473,0.502,1.0,27.3
20/9.MOV,20,train,ok,244,60.0,1.0,1.0,0.0,0.225,0.225,1.0,27.9
5/18.MOV,5,train,ok,243,60.0,1.0,1.0,0.0,0.436,0.436,1.0,27.2
6/8.MOV,6,train,ok,243,60.0,1.0,1.0,0.457,0.461,0.469,1.0,27.2
4/13.MOV,4,train,ok,243,60.0,1.0,1.0,0.251,0.403,0.403,1.0,29.3
2/10.MOV,2,train,ok,244,60.0,1.0,1.0,0.0,0.389,0.389,1.0,28.8
86/15.MOV,86,train,ok,244,60.0,1.0,1.0,0.32,0.32,0.324,1.0,29.0
0/15.MOV,0,train,ok,244,60.0,1.0,1.0,0.0,0.414,0.414,1.0,29.2
55/12.MOV,55,train,ok,244,60.0,1.0,1.0,0.193,0.201,0.299,1.0,29.0
24/6.MOV,24,train,ok,244,60.0,1.0,1.0,0.0,0.283,0.283,1.0,29.5
16/20.MOV,16,train,ok,243,60.0,1.0,1.0,0.0,0.444,0.444,1.0,27.7
95/19.MOV,95,train,ok,244,60.0,1.0,1.0,0.0,0.303,0.303,1.0,27.6
15/12.MOV,15,train,ok,243,60.0,1.0,1.0,0.0,0.276,0.276,1.0,27.7
22/10.MOV,22,train,ok,244,60.0,1.0,1.0,0.0,0.225,0.225,1.0,27.6
57/8.MOV,57,train,ok,243,60.0,1.0,1.0,0.004,0.251,0.251,1.0,27.5
64/11.MOV,64,train,ok,244,60.0,1.0,1.0,0.0,0.352,0.352,1.0,28.6
16/7.MOV,16,train,ok,243,60.0,1.0,1.0,0.0,0.333,0.333,1.0,27.2
62/0.MOV,62,train,ok,244,60.0,1.0,1.0,0.0,0.545,0.545,1.0,27.3
67/16.MOV,67,train,ok,244,60.0,1.0,1.0,0.0,0.234,0.234,1.0,27.4
21/10.MOV,21,train,ok,244,60.0,1.0,1.0,0.0,0.221,0.221,1.0,27.2
63/15.MOV,63,train,ok,244,60.0,1.0,1.0,0.0,0.324,0.324,1.0,27.6
17/2.MOV,17,train,ok,243,60.0,1.0,1.0,0.173,0.329,0.329,1.0,26.3
13/17.MOV,13,train,ok,244,60.0,1.0,1.0,0.0,0.332,0.332,1.0,27.5
64/1.MOV,64,train,ok,244,60.0,1.0,1.0,0.0,0.377,0.377,1.0,27.1
11/6.MOV,11,train,ok,244,60.0,1.0,1.0,0.0,0.369,0.369,1.0,26.7
77/3.MOV,77,train,ok,244,60.0,1.0,1.0,0.0,0.295,0.295,1.0,26.5
13/12.MOV,13,train,ok,244,60.0,1.0,1.0,0.0,0.266,0.266,1.0,27.0
72/0.MOV,72,train,ok,245,60.0,1.0,1.0,0.0,0.335,0.335,1.0,27.1
7/5.MOV,7,train,ok,243,60.0,1.0,1.0,0.337,0.333,0.342,1.0,25.5
17/19.MOV,17,train,ok,243,60.0,1.0,1.0,0.366,0.325,0.366,1.0,26.5
56/9.MOV,56,train,ok,244,60.0,1.0,1.0,0.0,0.344,0.344,1.0,26.3
11/2.MOV,11,train,ok,244,60.0,1.0,1.0,0.0,0.418,0.418,1.0,25.4
57/14.MOV,57,train,ok,244,60.0,1.0,1.0,0.0,0.287,0.287,1.0,25.9
72/14.MOV,72,train,ok,244,60.0,1.0,1.0,0.0,0.287,0.287,1.0,26.9
23/0.MOV,23,train,ok,244,60.0,1.0,1.0,0.0,0.332,0.332,1.0,26.4
86/0.MOV,86,train,ok,244,60.0,1.0,1.0,0.398,0.398,0.406,1.0,26.6
66/18.MOV,66,train,ok,244,60.0,1.0,1.0,0.0,0.41,0.41,1.0,26.2
77/9.MOV,77,train,ok,244,60.0,1.0,1.0,0.0,0.258,0.258,1.0,25.3
18/13.MOV,18,train,ok,243,60.0,1.0,1.0,0.181,0.391,0.391,1.0,26.2
17/5.MOV,17,train,ok,243,60.0,1.0,1.0,0.14,0.321,0.325,1.0,25.6
11/7.MOV,11,train,ok,244,60.0,1.0,1.0,0.0,0.352,0.352,1.0,26.3
51/2.MOV,51,train,ok,243,60.0,1.0,1.0,0.0,0.309,0.309,1.0,26.0
18/18.MOV,18,train,ok,243,60.0,1.0,1.0,0.523,0.477,0.535,1.0,28.4
3/2.MOV,3,train,ok,244,60.0,1.0,1.0,0.0,0.324,0.324,1.0,28.6
63/2.MOV,63,train,ok,244,60.0,1.0,1.0,0.0,0.398,0.398,1.0,28.3
11/3.MOV,11,train,ok,244,60.0,1.0,1.0,0.0,0.344,0.344,1.0,28.5
65/15.MOV,65,train,ok,244,60.0,1.0,1.0,0.0,0.426,0.426,1.0,29.0
77/7.MOV,77,train,ok,244,60.0,1.0,1.0,0.0,0.336,0.336,1.0,27.4
6/6.MOV,6,train,ok,243,60.0,1.0,1.0,0.539,0.539,0.543,1.0,28.1
57/9.MOV,57,train,ok,243,60.0,1.0,1.0,0.0,0.222,0.222,1.0,27.4
4/7.MOV,4,train,ok,244,60.0,1.0,1.0,0.295,0.422,0.439,1.0,27.8
74/5.MOV,74,train,ok,244,60.0,1.0,1.0,0.0,0.303,0.303,1.0,26.5
2/5.MOV,2,train,ok,244,60.0,1.0,1.0,0.0,0.496,0.496,1.0,27.2
86/14.MOV,86,train,ok,244,60.0,1.0,1.0,0.27,0.287,0.307,1.0,27.6
65/1.MOV,65,train,ok,244,60.0,1.0,1.0,0.0,0.381,0.381,1.0,28.4
49/2.MOV,49,train,ok,243,60.0,1.0,1.0,0.226,0.247,0.247,1.0,28.5
54/17.MOV,54,train,ok,244,60.0,1.0,0.992,0.414,0.504,0.504,1.0,28.5
53/14.MOV,53,train,ok,244,60.0,1.0,1.0,0.0,0.213,0.213,1.0,29.6
62/2.MOV,62,train,ok,244,60.0,1.0,1.0,0.0,0.398,0.398,1.0,28.5
74/13.MOV,74,train,ok,244,60.0,1.0,1.0,0.0,0.303,0.303,1.0,28.3
53/3.MOV,53,train,ok,244,60.0,1.0,1.0,0.0,0.299,0.299,1.0,29.8
63/0.MOV,63,train,ok,244,60.0,1.0,1.0,0.0,0.377,0.377,1.0,30.3
22/0.MOV,22,train,ok,244,60.0,1.0,1.0,0.0,0.455,0.455,1.0,29.0
21/3.MOV,21,train,ok,244,60.0,1.0,1.0,0.0,0.275,0.275,1.0,28.7
95/14.MOV,95,train,ok,244,60.0,1.0,1.0,0.0,0.291,0.291,1.0,28.7
95/5.MOV,95,train,ok,245,60.0,1.0,1.0,0.0,0.327,0.327,1.0,29.5
72/4.MOV,72,train,ok,244,60.0,1.0,1.0,0.0,0.262,0.262,1.0,27.3
55/0.MOV,55,train,ok,244,60.0,1.0,1.0,0.332,0.279,0.398,1.0,28.3
10/15.MOV,10,train,ok,244,60.0,1.0,1.0,0.0,0.332,0.332,1.0,28.3
17/0.MOV,17,train,ok,243,60.0,1.0,1.0,0.313,0.424,0.424,1.0,28.3
15/10.MOV,15,train,ok,243,60.0,1.0,1.0,0.0,0.276,0.276,1.0,28.4
16/12.MOV,16,train,ok,243,60.0,1.0,1.0,0.0,0.321,0.321,1.0,28.7
76/13.MOV,76,train,ok,244,60.0,1.0,1.0,0.0,0.279,0.279,1.0,27.2
52/6.MOV,52,train,ok,244,60.0,1.0,1.0,0.0,0.225,0.225,1.0,26.3
64/17.MOV,64,train,ok,244,60.0,1.0,1.0,0.0,0.43,0.43,1.0,26.3
15/13.MOV,15,train,ok,243,60.0,1.0,1.0,0.0,0.251,0.251,1.0,26.9
52/5.MOV,52,train,ok,244,60.0,1.0,1.0,0.0,0.258,0.258,1.0,24.9
8/0.MOV,8,train,ok,243,60.0,1.0,1.0,0.0,0.329,0.329,1.0,26.8
24/14.MOV,24,train,ok,244,60.0,1.0,1.0,0.0,0.238,0.238,1.0,26.9
12/1.MOV,12,train,ok,244,60.0,1.0,1.0,0.0,0.34,0.34,1.0,26.1
8/12.MOV,8,train,ok,243,60.0,1.0,1.0,0.0,0.272,0.272,1.0,26.6
91/7.MOV,91,train,ok,243,60.0,1.0,1.0,0.317,0.317,0.329,1.0,26.9
91/1.MOV,91,train,ok,243,60.0,1.0,1.0,0.399,0.432,0.432,1.0,25.8
86/2.MOV,86,train,ok,244,60.0,1.0,1.0,0.377,0.352,0.377,1.0,26.7
9/8.MOV,9,train,ok,242,60.0,1.0,1.0,0.0,0.364,0.364,1.0,25.8
23/19.MOV,23,train,ok,244,60.0,1.0,1.0,0.0,0.697,0.697,1.0,26.5
67/1.MOV,67,train,ok,244,60.0,1.0,1.0,0.0,0.283,0.283,1.0,27.1
24/0.MOV,24,train,ok,244,60.0,1.0,1.0,0.0,0.283,0.283,1.0,26.8
13/1.MOV,13,train,ok,244,60.0,1.0,1.0,0.0,0.348,0.348,1.0,27.1
3/10.MOV,3,train,ok,244,60.0,1.0,1.0,0.0,0.262,0.262,1.0,27.1
77/2.MOV,77,train,ok,244,60.0,1.0,1.0,0.0,0.291,0.291,1.0,26.7
54/5.MOV,54,train,ok,244,60.0,1.0,0.996,0.254,0.348,0.348,1.0,25.9
85/3.MOV,85,train,ok,244,60.0,1.0,1.0,0.443,0.381,0.443,1.0,27.4
62/19.MOV,62,train,ok,244,60.0,1.0,1.0,0.0,0.27,0.27,1.0,27.6
85/16.MOV,85,train,ok,244,60.0,1.0,1.0,0.381,0.299,0.393,1.0,27.3
12/6.MOV,12,train,ok,244,60.0,1.0,1.0,0.0,0.295,0.295,1.0,27.7
49/1.MOV,49,train,ok,243,60.0,1.0,1.0,0.313,0.329,0.329,1.0,27.0
19/4.MOV,19,train,ok,243,60.0,1.0,1.0,0.107,0.436,0.44,1.0,26.9
21/2.MOV,21,train,ok,244,60.0,1.0,1.0,0.0,0.275,0.275,1.0,26.5
23/9.MOV,23,train,ok,244,60.0,1.0,1.0,0.0,0.262,0.262,1.0,27.2
96/4.MOV,96,train,ok,244,60.0,1.0,1.0,0.348,0.361,0.361,1.0,26.4
20/11.MOV,20,train,ok,245,60.0,1.0,1.0,0.0,0.237,0.237,1.0,26.8
16/1.MOV,16,train,ok,243,60.0,1.0,1.0,0.008,0.313,0.313,1.0,25.9
1/19.MOV,1,train,ok,244,60.0,1.0,1.0,0.0,0.434,0.434,1.0,26.6
4/3.MOV,4,train,ok,243,60.0,1.0,1.0,0.325,0.494,0.494,1.0,25.9
1/5.MOV,1,train,ok,244,60.0,1.0,1.0,0.0,0.402,0.402,1.0,26.2
18/7.MOV,18,train,ok,243,60.0,1.0,1.0,0.255,0.399,0.399,1.0,26.4
57/4.MOV,57,train,ok,244,60.0,1.0,1.0,0.004,0.316,0.316,1.0,25.8
77/13.MOV,77,train,ok,244,60.0,1.0,1.0,0.0,0.266,0.266,1.0,25.5
77/15.MOV,77,train,ok,244,60.0,1.0,1.0,0.0,0.287,0.287,1.0,25.5
55/2.MOV,55,train,ok,244,60.0,1.0,1.0,0.307,0.422,0.434,1.0,25.9
66/14.MOV,66,train,ok,244,60.0,1.0,1.0,0.0,0.279,0.279,1.0,25.0
56/1.MOV,56,train,ok,244,60.0,1.0,1.0,0.0,0.418,0.418,1.0,25.7
2/6.MOV,2,train,ok,244,60.0,1.0,1.0,0.0,0.414,0.414,1.0,25.5
52/12.MOV,52,train,ok,244,60.0,1.0,1.0,0.0,0.291,0.291,1.0,25.4
77/10.MOV,77,train,ok,244,60.0,1.0,1.0,0.0,0.283,0.283,1.0,26.1
14/17.MOV,14,train,ok,244,60.0,1.0,1.0,0.0,0.254,0.254,1.0,25.6
72/19.MOV,72,train,ok,244,60.0,1.0,1.0,0.0,0.279,0.279,1.0,26.0
49/13.MOV,49,train,ok,243,60.0,1.0,1.0,0.305,0.288,0.305,1.0,24.9
51/11.MOV,51,train,ok,243,60.0,1.0,1.0,0.0,0.321,0.321,1.0,25.6
66/20.MOV,66,train,ok,244,60.0,1.0,1.0,0.0,0.389,0.389,1.0,25.2
91/13.MOV,91,train,ok,243,60.0,1.0,1.0,0.288,0.309,0.313,1.0,24.9
11/14.MOV,11,train,ok,244,60.0,1.0,1.0,0.0,0.34,0.34,1.0,25.3
89/1.MOV,89,train,ok,244,60.0,1.0,1.0,0.0,0.385,0.385,1.0,25.8
18/14.MOV,18,train,ok,243,60.0,1.0,1.0,0.218,0.407,0.407,1.0,25.0
14/1.MOV,14,train,ok,244,60.0,1.0,1.0,0.0,0.328,0.328,1.0,25.4
18/9.MOV,18,train,ok,243,60.0,1.0,1.0,0.255,0.374,0.42,1.0,25.2
10/9.MOV,10,train,ok,244,60.0,1.0,1.0,0.0,0.299,0.299,1.0,26.4
15/16.MOV,15,train,ok,243,60.0,1.0,1.0,0.0,0.288,0.288,1.0,25.1
74/9.MOV,74,train,ok,244,60.0,1.0,1.0,0.0,0.234,0.234,1.0,24.1
11/20.MOV,11,train,ok,244,60.0,1.0,1.0,0.0,0.373,0.373,1.0,25.4
50/9.MOV,50,train,ok,243,60.0,1.0,1.0,0.0,0.325,0.325,1.0,25.5
14/4.MOV,14,train,ok,244,60.0,1.0,1.0,0.004,0.336,0.336,1.0,25.5
76/19.MOV,76,train,ok,244,60.0,1.0,1.0,0.0,0.385,0.385,1.0,25.4
14/0.MOV,14,train,ok,244,60.0,1.0,1.0,0.0,0.41,0.41,1.0,25.8
50/16.MOV,50,train,ok,243,60.0,1.0,1.0,0.0,0.354,0.354,1.0,25.9
86/12.MOV,86,train,ok,244,60.0,1.0,1.0,0.266,0.262,0.275,1.0,25.8
2/7.MOV,2,train,ok,244,60.0,1.0,1.0,0.0,0.385,0.385,1.0,25.7
5/14.MOV,5,train,ok,243,60.0,1.0,1.0,0.0,0.35,0.35,1.0,29.7
95/9.MOV,95,train,ok,244,60.0,1.0,1.0,0.0,0.398,0.398,1.0,29.3
17/20.MOV,17,train,ok,243,60.0,1.0,1.0,0.412,0.366,0.416,1.0,29.6
62/10.MOV,62,train,ok,244,60.0,1.0,1.0,0.0,0.34,0.34,1.0,29.2
65/14.MOV,65,train,ok,244,60.0,1.0,1.0,0.0,0.348,0.348,1.0,29.8
5/5.MOV,5,train,ok,243,60.0,1.0,1.0,0.0,0.329,0.329,1.0,29.8
3/11.MOV,3,train,ok,244,60.0,1.0,1.0,0.0,0.242,0.242,1.0,26.6
67/6.MOV,67,train,ok,244,60.0,1.0,1.0,0.008,0.262,0.262,1.0,26.8
52/11.MOV,52,train,ok,244,60.0,1.0,1.0,0.0,0.299,0.299,1.0,27.4
74/8.MOV,74,train,ok,244,60.0,1.0,1.0,0.0,0.217,0.217,1.0,25.6
52/4.MOV,52,train,ok,244,60.0,1.0,1.0,0.0,0.369,0.369,1.0,27.4
6/11.MOV,6,train,ok,243,60.0,1.0,1.0,0.494,0.498,0.502,1.0,26.8
10/16.MOV,10,train,ok,244,60.0,1.0,1.0,0.0,0.373,0.373,1.0,25.8
53/17.MOV,53,train,ok,244,60.0,1.0,1.0,0.0,0.369,0.369,1.0,25.7
74/18.MOV,74,train,ok,244,60.0,1.0,1.0,0.0,0.311,0.311,1.0,25.8
74/2.MOV,74,train,ok,244,60.0,1.0,1.0,0.0,0.307,0.307,1.0,25.5
2/14.MOV,2,train,ok,244,60.0,1.0,1.0,0.0,0.402,0.402,1.0,26.0
76/4.MOV,76,train,ok,244,60.0,1.0,1.0,0.0,0.316,0.316,1.0,26.4
9/7.MOV,9,train,ok,242,60.0,1.0,1.0,0.0,0.339,0.339,1.0,25.4
9/2.MOV,9,train,ok,242,60.0,1.0,1.0,0.0,0.508,0.508,1.0,26.3
9/11.MOV,9,train,ok,243,60.0,1.0,1.0,0.0,0.362,0.362,1.0,26.7
50/0.MOV,50,train,ok,243,60.0,1.0,1.0,0.0,0.325,0.325,1.0,26.3
49/0.MOV,49,train,ok,243,60.0,1.0,1.0,0.296,0.296,0.296,1.0,26.5
64/12.MOV,64,train,ok,244,60.0,1.0,1.0,0.0,0.332,0.332,1.0,27.3
96/12.MOV,96,train,ok,244,60.0,1.0,1.0,0.336,0.348,0.357,1.0,25.6
13/7.MOV,13,train,ok,244,60.0,1.0,1.0,0.0,0.373,0.373,1.0,26.6
5/15.MOV,5,train,ok,243,60.0,1.0,1.0,0.0,0.296,0.296,1.0,27.2
56/15.MOV,56,train,ok,244,60.0,1.0,1.0,0.0,0.488,0.488,1.0,27.7
67/9.MOV,67,train,ok,244,60.0,1.0,1.0,0.0,0.262,0.262,1.0,26.4
50/8.MOV,50,train,ok,243,60.0,1.0,1.0,0.0,0.337,0.337,1.0,27.4
18/19.MOV,18,train,ok,243,60.0,1.0,1.0,0.473,0.42,0.481,1.0,27.0
16/4.MOV,16,train,ok,243,60.0,1.0,1.0,0.008,0.321,0.321,1.0,26.3
95/18.MOV,95,train,ok,244,60.0,1.0,1.0,0.0,0.324,0.324,1.0,26.2
